Transaction ID,Date,Supplier,Product ID,SKU / Barcode,Product Name,Qty Received,Unit Cost,Total Cost,DR No,Source File
TXN-000030,01/02/2025,DYNA DRUG CORPORATION,PRD-01654,4805954508052,MYRA LOTION CLASSIC MOIST 200ML,5,124.83,624.15,3051329662,2025_csv
TXN-000031,01/02/2025,DYNA DRUG CORPORATION,PRD-01748,4805713571316,NIVEA DEO EXTRA BRIGHT 25ML,12,77.63,931.56,3051329662,2025_csv
TXN-000032,01/02/2025,DYNA DRUG CORPORATION,PRD-00787,4805364839632,E-ZINC 55MG/ML SYR 60ML,5,99.51,497.55,3601639,2025_csv
TXN-000033,01/02/2025,DYNA DRUG CORPORATION,PRD-00892,4802732670325,EXPEL 6MG/ML DROPS 15ML,10,110.21,1102.1,3601639,2025_csv
TXN-000034,01/02/2025,DYNA DRUG CORPORATION,PRD-01065,4802559562347,GLUMET 500MG TAB X100,100,9.9,990.0,3601639,2025_csv
TXN-000035,01/02/2025,DYNA DRUG CORPORATION,PRD-02562,4800919152852,VICKS INHALER KEYCHAIN,36,83.8,3016.8,3601639,2025_csv
TXN-000036,01/02/2025,DYNA DRUG CORPORATION,PRD-02565,4802983456023,VICKS VAPORUB 10G,60,53.86,3231.6,3601639,2025_csv
TXN-000037,01/02/2025,DYNA DRUG CORPORATION,PRD-02568,4807278837449,VICKS VAPORUB 5G,60,30.39,1823.4,3601639,2025_csv
TXN-000038,01/02/2025,DYNA DRUG CORPORATION,PRD-00163,4807684942020,BABY BALM 20G,12,94.29,1131.48,3601639,2025_csv
TXN-000039,01/02/2025,DYNA DRUG CORPORATION,PRD-00386,4801032398249,CEELIN GUMMIES 30S,5,176.52,882.6,3601639,2025_csv
TXN-000040,01/02/2025,DYNA DRUG CORPORATION,PRD-01789,4802274642764,NUTRILLIN DROPS 30ML,5,122.14,610.7,3601639,2025_csv
TXN-000041,01/02/2025,DYNA DRUG CORPORATION,PRD-00205,4802906611156,BACTROBAN OINT 20MG 5G,2,378.66,757.32,3601500,2025_csv
TXN-000042,01/02/2025,DYNA DRUG CORPORATION,PRD-00320,4806777163837,BUSCOPAN 10MG TAB X 120,120,29.43,3531.6,3601500,2025_csv
TXN-000043,01/02/2025,DYNA DRUG CORPORATION,PRD-00333,4807038508690,CALPOL 100MG/ML DROPS 10ML,10,88.15,881.5,3601500,2025_csv
TXN-000044,01/02/2025,DYNA DRUG CORPORATION,PRD-00347,4805163456469,CANESTEN 10MG/G CREAM 3G,5,122.43,612.15,3601500,2025_csv
TXN-000045,01/02/2025,DYNA DRUG CORPORATION,PRD-00427,4800396204771,CELCOXX 200MG TAB X20,20,30.27,605.4,3601500,2025_csv
TXN-000046,01/02/2025,DYNA DRUG CORPORATION,PRD-00655,4806320856459,DAFLON TAB 450MG/50MG X30,30,46.05,1381.5,3601500,2025_csv
TXN-000047,01/02/2025,DYNA DRUG CORPORATION,PRD-00675,4807557470772,DERMOVATE CREAM 5G,5,345.44,1727.2,3601500,2025_csv
TXN-000048,01/02/2025,DYNA DRUG CORPORATION,PRD-00970,4804573635039,FLUIMUCIL SACHET 200MG X30,60,15.98,958.8,3601500,2025_csv
TXN-000049,01/02/2025,DYNA DRUG CORPORATION,PRD-00968,4804140322805,FLUIMUCIL EFF TAB 600MG X30,60,34.88,2092.8,3601500,2025_csv
TXN-000050,01/02/2025,DYNA DRUG CORPORATION,PRD-00977,4804577485214,FORXIGA 10MG TAB X28,56,32.04,1794.24,3601500,2025_csv
TXN-000051,01/02/2025,DYNA DRUG CORPORATION,PRD-01137,4808456485428,HYDRITE GRAN APPLE 4.1G X100,40,16.26,650.4,3601500,2025_csv
TXN-000052,01/02/2025,DYNA DRUG CORPORATION,PRD-01129,4807576306314,HIDRASEC 30MG SACH X30,30,56.67,1700.1,3601500,2025_csv
TXN-000053,01/02/2025,DYNA DRUG CORPORATION,PRD-01175,4803875741885,IMODIUM 2MG CAP X 200,50,13.1,655.0,3601500,2025_csv
TXN-000054,01/02/2025,DYNA DRUG CORPORATION,PRD-01189,4805122407316,ISORDIL 5MG TAB X100,100,20.88,2088.0,3601500,2025_csv
TXN-000055,01/02/2025,DYNA DRUG CORPORATION,PRD-01299,4806907639041,KELTICAN CAP X20,40,25.15,1006.0,3601500,2025_csv
TXN-000056,01/02/2025,DYNA DRUG CORPORATION,PRD-01374,4807126848017,LADY PILLS 28,30,40.33,1209.9,3601500,2025_csv
TXN-000057,01/02/2025,DYNA DRUG CORPORATION,PRD-01614,4806151619262,MONTIGET 4MG TAB X14,28,17.77,497.56,3601500,2025_csv
TXN-000058,01/02/2025,DYNA DRUG CORPORATION,PRD-01615,4806722062094,MONTIGET 5MG TAB X14,28,21.6,604.8,3601500,2025_csv
TXN-000059,01/02/2025,DYNA DRUG CORPORATION,PRD-01627,4802523216336,MUCOSOLVAN 75MG CAP X100,50,44.16,2208.0,3601500,2025_csv
TXN-000060,01/02/2025,DYNA DRUG CORPORATION,PRD-01691,4805055899320,NEBILET 5MG TAB X30,90,17.28,1555.2,3601500,2025_csv
TXN-000061,01/02/2025,DYNA DRUG CORPORATION,PRD-00235,4809902800826,BETADINE FEM WASH 50ML,5,114.04,570.2,3601445,2025_csv
TXN-000062,01/02/2025,DYNA DRUG CORPORATION,PRD-01081,4802833339397,GYNEPRO FEM WASH 60ML,3,77.53,232.59,3601445,2025_csv
TXN-000063,01/02/2025,DYNA DRUG CORPORATION,PRD-01291,4801451467626,KATINKO OINT BIG 30G,24,65.34,1568.16,3601445,2025_csv
TXN-000064,01/02/2025,DYNA DRUG CORPORATION,PRD-00165,4801113457241,BABY BENCH COL BGUM 100ML,10,54.72,547.2,3601445,2025_csv
TXN-000065,01/02/2025,DYNA DRUG CORPORATION,PRD-00230,4809671871231,BENCH EIGHT BODY SPRAY 100ML,10,110.4,1104.0,3601445,2025_csv
TXN-000066,01/02/2025,DYNA DRUG CORPORATION,PRD-00277,4804027818352,BIODERM SOAP PINK 135G,10,38.25,382.5,3601445,2025_csv
TXN-000067,01/02/2025,DYNA DRUG CORPORATION,PRD-00273,4807261722027,BIODERM SOAP BLUE 135G,10,39.33,393.3,3601445,2025_csv
TXN-000068,01/02/2025,DYNA DRUG CORPORATION,PRD-00476,4802070734230,CHARMEE PL LAVANDER 20S,10,24.79,247.9,3601445,2025_csv
TXN-000069,01/02/2025,DYNA DRUG CORPORATION,PRD-00359,4806474272494,CAREFREE PL SUPER DRY,10,24.75,247.5,3601445,2025_csv
TXN-000070,01/02/2025,DYNA DRUG CORPORATION,PRD-00358,4803037119053,CAREFREE PL SHOWER FRESH 15S,20,25.31,506.2,3601445,2025_csv
TXN-000071,01/02/2025,DYNA DRUG CORPORATION,PRD-00652,4800406795995,CY GABRIELS SOAP SP GREEN 60G,12,18.36,220.32,3601445,2025_csv
TXN-000072,01/02/2025,DYNA DRUG CORPORATION,PRD-00947,4807272153756,FIONA COLOGNEROSY RED 50ML,5,25.01,125.05,3601445,2025_csv
TXN-000073,01/02/2025,DYNA DRUG CORPORATION,PRD-00952,4803032962874,FISSAN PRICKLY HEAT POWDER 100G,24,114.3,2743.2,3601445,2025_csv
TXN-000074,01/02/2025,DYNA DRUG CORPORATION,PRD-01240,4803253668332,J&J POWDER CLASSIC WHITE 25G,12,17.4,208.8,3601445,2025_csv
TXN-000075,01/02/2025,DYNA DRUG CORPORATION,PRD-01238,4801286397245,J&J POWDER BLOSSOMS PINK 25G,12,18.52,222.24,3601445,2025_csv
TXN-000076,01/02/2025,DYNA DRUG CORPORATION,PRD-01271,4804907447564,JUICY COLOGNE ICYLICIOUS 125ML,5,49.16,245.8,3601445,2025_csv
TXN-000077,01/02/2025,DYNA DRUG CORPORATION,PRD-01318,4808041867971,KOJIESAN SOAP 3S,24,69.3,1663.2,3601445,2025_csv
TXN-000078,01/02/2025,DYNA DRUG CORPORATION,PRD-01343,4806385922246,LACTACYD BABY BATH BLUE 60ML,10,81.59,815.9,3601445,2025_csv
TXN-000079,01/02/2025,DYNA DRUG CORPORATION,PRD-01341,4806020642055,LACTACYD BABY BATH BLUE 150ML,2,172.14,344.28,3601445,2025_csv
TXN-000080,01/02/2025,GG&G,PRD-01738,4808050219409,NIDO KINDER 3+ 370G,10,242.99,2429.9,1058896,2025_csv
TXN-000081,01/02/2025,GG&G,PRD-01739,4809959814201,NIDO KINDER 3+ 700G,5,514.02,2570.1,1058896,2025_csv
TXN-000082,01/02/2025,GG&G,PRD-01732,4801660419127,NIDO FORTIGROW 370G,10,200.02,2000.2,1058896,2025_csv
TXN-000083,01/02/2025,GG&G,PRD-00221,4807991678061,BEARBRAND JR. 1+ 400G,20,182.25,3645.0,1058896,2025_csv
TXN-000084,01/02/2025,GG&G,PRD-00292,4806980313867,BONAKID 1+ 1.2KG,4,738.32,2953.28,1058896,2025_csv
TXN-000085,01/02/2025,GG&G,PRD-00293,4802948595172,BONAKID 1+ 2.4KG,3,1210.28,3630.84,1058896,2025_csv
TXN-000086,01/02/2025,GG&G,PRD-01715,4808079001925,NESTOGEN 3 135G,10,73.89,738.9,1058896,2025_csv
TXN-000087,01/02/2025,GG&G,PRD-00212,4803422700486,BBRAND POWDERED MILK 300G,36,104.76,3771.36,1058896,2025_csv
TXN-000088,01/02/2025,GG&G,PRD-00209,4808759180824,BBRAND ADULT PLUS 600G,6,251.41,1508.46,1058896,2025_csv
TXN-000089,01/02/2025,GG&G,PRD-00222,4806709942406,BEARBRAND JR. 1+ 700G,5,350.47,1752.35,1058896,2025_csv
TXN-000090,01/02/2025,GG&G,PRD-00303,4800891796718,BONAMIL 6-12MO 350G,18,247.66,4457.88,1058896,2025_csv
TXN-000091,01/02/2025,GG&G,PRD-00295,4801175945569,BONAKID 1+ 350G,18,224.3,4037.4,1058896,2025_csv
TXN-000092,01/02/2025,NTPK,PRD-00616,4803591989418,COUXIN DROPS 15ML,20,13.0,260.0,00019016,2025_csv
TXN-000093,01/02/2025,NTPK,PRD-01779,4803587615641,NORVATROL 10MG TAB,1000,1.1,1100.0,00019016,2025_csv
TXN-000094,01/02/2025,NTPK,PRD-00055,4802504640817,AMBIMOX 500MG TAB,2000,1.4,2800.0,00019016,2025_csv
TXN-000095,01/02/2025,NTPK,PRD-00018,4806465682673,AEROX 500MG TAB X10,500,8.0,4000.0,00019016,2025_csv
TXN-000096,01/02/2025,NTPK,PRD-02025,4807942238576,RAPIDAX OTIC SOLN 5ML,12,110.0,1320.0,00019016,2025_csv
TXN-000097,01/02/2025,NTPK,PRD-02193,4807538911338,SAMBONG 500MG TAB (MIA FTE) X100,1000,2.8,2800.0,00019016,2025_csv
TXN-000098,01/02/2025,NTPK,PRD-02476,4804938480945,TRIMETAZIDINE 35MG TAB (TERAZIDINE) X100,1000,1.75,1750.0,00019016,2025_csv
TXN-000099,01/02/2025,NTPK,PRD-01828,4809408274419,OMEPRAZOLE 40MG CAP (RANZOLE) X100,500,3.34,1670.0,00019016,2025_csv
TXN-000100,01/02/2025,YAKULT,PRD-02618,4800571529256,YAKULT 5S,10,50.0,500.0,01/02/2025,2025_csv
TXN-000101,01/02/2026,NATURE,PRD-01684,4802963878353,NATURE'S SPRING PURIFIED 500ML,105,8.72,915.6,36139,2026_xls
TXN-000102,01/02/2026,NATURE,PRD-01683,4809264288086,NATURE'S SPRING PURIFIED 1L,80,13.7,1096.0,36139,2026_xls
TXN-000103,01/02/2026,NATURE,PRD-01682,4806945746933,NATURE'S SPRING DISTILLED 10L,16,91.0,1456.0,36139,2026_xls
TXN-000104,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-02002,4802962662837,PROPAN SYR 120ML,1,583.71,583.71,,2025_csv
TXN-000105,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-02462,4809691122795,TIKI-TIKI STAR SYRUP 120ML,1,113.81,113.81,,2025_csv
TXN-000106,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-00391,4808824750522,CEELIN PLUS DROPS 30ML,1,151.95,151.95,,2025_csv
TXN-000107,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-00396,4801986099771,CEELIN SYR 60ML,1,62.37,62.37,,2025_csv
TXN-000108,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-00395,4803157540189,CEELIN SYR 120ML,1,116.08,116.08,,2025_csv
TXN-000109,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-00402,4804448994487,CEFALEXIN 125MG/5ML SUSP (EXEL) 60ML,4,19.0,76.0,,2025_csv
TXN-000110,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-01550,4803458561683,MEOXICLAV-DS 457 SUSP 70ML,2,121.28,242.56,,2025_csv
TXN-000111,01/03/2025,INVENTORY ADJUSTMENT 2024,PRD-00610,4806663320708,COTRIMOXAZOLE 400MG/80MG/5ML SUSP (KATHREX) 60ML,8,28.0,224.0,,2025_csv
TXN-000112,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-01274,4802140667400,JUMBO CONES COOKIES N CREAM,1,23.28,23.28,,2025_csv
TXN-000113,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-01919,4808010132587,PINIPIG CHOCO REG,127,14.29,1814.83,,2025_csv
TXN-000114,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-01921,4802007267468,PINIPIG UBE KESO REG,9,14.29,128.61,,2025_csv
TXN-000115,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-01922,4800213685357,PINOY CLASSICS UBE MONGGO,28,13.3,372.4,,2025_csv
TXN-000116,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-00982,4805411812236,FRUIT LOLLIES GREEN APPLE,2,7.4,14.8,,2025_csv
TXN-000117,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-00984,4809300104998,FRUIT LOLLIES WATERMELON,8,7.4,59.2,,2025_csv
TXN-000118,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-02497,4802350677102,TUB 1.3L DOUBLE DUTCH,13,179.6,2334.8,,2025_csv
TXN-000119,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-02500,4805606302086,TUB 1.3L ROCKY ROAD,4,179.6,718.4,,2025_csv
TXN-000120,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-02496,4804244684770,TUB 1.3L COOKIES N CREAM,8,179.6,1436.8,,2025_csv
TXN-000121,01/03/2025,INVENTORY AGJUSTMENT 2024,PRD-02501,4801153346447,TUB 1.3L UBE QUEZO PASTILLAS,2,179.6,359.2,,2025_csv
TXN-000122,01/03/2026,YAKULT,PRD-02618,4800571529256,YAKULT 5S,10,50.0,500.0,2026-01-03 00:00:00,2026_xls
TXN-000123,01/04/2025,GG&G DISTRIBUTORS,PRD-01730,4809442741724,NIDO 5+ 370G,10,238.32,2383.2,1061007,2025_csv
TXN-000124,01/04/2025,GG&G DISTRIBUTORS,PRD-01734,4800297517576,NIDO JR. 2.4KG,3,1303.74,3911.22,1061007,2025_csv
TXN-000125,01/04/2025,GG&G DISTRIBUTORS,PRD-01712,4803127233728,NESTOGEN 2 340G,20,185.64,3712.8,1061007,2025_csv
TXN-000126,01/04/2025,GG&G DISTRIBUTORS,PRD-00221,4807991678061,BEARBRAND JR. 1+ 400G,20,182.25,3645.0,1061007,2025_csv
TXN-000127,01/04/2025,GG&G DISTRIBUTORS,PRD-00214,4802655316364,BBRAND POWDERED MILK 840G,7,285.71,1999.97,1061007,2025_csv
TXN-000128,01/04/2025,GG&G DISTRIBUTORS,PRD-00215,4807522334580,BBRAND STERILIZED 200ML,64,26.42,1690.88,1061007,2025_csv
TXN-000129,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00614,4807788600364,COUXIN 30MG SY 60ML,7,13.66,95.62,,2025_csv
TXN-000130,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00491,4801383767931,CHLORPHENAMINE 2.5MG/5ML TAB (RIPHEN) 60ML,6,14.0,84.0,,2025_csv
TXN-000131,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01536,4806071450805,MEFENAMIC ACID 50MG/ML (MYREFEN) 60ML,4,16.25,65.0,,2025_csv
TXN-000132,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02264,4804743747498,SINUDRIN DROPS 15ML,23,13.57,312.11,,2025_csv
TXN-000133,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01937,4802988294613,PLURADEC SYR 60ML,3,31.83,95.49,,2025_csv
TXN-000134,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02384,4804838230186,SYMDEX DROPS 15ML,14,31.0,434.0,,2025_csv
TXN-000135,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01566,4801474865481,METRONIDAZOLE 125MG/5ML (AMBIDAZOLE) 60ML,3,15.75,47.25,,2025_csv
TXN-000136,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01583,4801471493866,MILGESIC FORTE TAB,5,0.51,2.55,,2025_csv
TXN-000137,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00697,4809374559230,DIFFLAM 3MG LOZENGE 8S,10,31.55,315.5,,2025_csv
TXN-000138,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00673,4808396734394,DEQUADIN 250MCG LOZENGE,83,5.61,465.63,,2025_csv
TXN-000139,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01973,4801861454639,PONSTAN SF 500MG CAP X100,14,39.21,548.94,,2025_csv
TXN-000140,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01972,4801728863739,PONSTAN SF 250MG CAP X100,6,19.49,116.94,,2025_csv
TXN-000141,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00728,4805336338219,DOLFENAL 250MG TAB X100,2,16.0,32.0,,2025_csv
TXN-000142,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02424,4804853938069,TEMPRA 500MG TAB X100,12,3.96,47.52,,2025_csv
TXN-000143,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00024,4808160639027,ALAXAN TAB X500,45,8.04,361.8,,2025_csv
TXN-000144,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02206,4809117209904,SARIDON TAB X120,2,6.44,12.88,,2025_csv
TXN-000145,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01676,4802981789282,NASATAPP SYRUP 60ML,1,108.74,108.74,,2025_csv
TXN-000146,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01672,4806991310734,NAFARIN TAB X100,1,7.82,7.82,,2025_csv
TXN-000147,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01551,4803983488971,MEPTIN 25MCG TAB X100,30,0.0,0.0,,2025_csv
TXN-000148,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02317,4800316333823,SOLMUX BRONCHO CAP X100,9,13.92,125.28,,2025_csv
TXN-000149,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00322,4809398362695,BUSCOPAN VENUS TAB X100,22,35.42,779.24,,2025_csv
TXN-000150,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01035,4809312305532,GAVISCON TAB X8,7,16.62,116.34,,2025_csv
TXN-000151,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00287,4807631177201,BIOGESIC 250MG/5ML OR SUSP 60ML,5,133.92,669.6,,2025_csv
TXN-000152,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00286,4806649263948,BIOGESIC 250MG/5ML MELON SUSP 60ML,1,133.92,133.92,,2025_csv
TXN-000153,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00334,4803988247780,CALPOL 120MG/5ML STRW SUSP 60ML,3,88.64,265.92,,2025_csv
TXN-000154,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01125,4804169624957,HERBYCIN 125MG/5ML SYR 120ML,2,129.36,258.72,,2025_csv
TXN-000155,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00050,4806077131430,ALNIX PLUS 5MG/5MG SYR 60ML,1,289.48,289.48,,2025_csv
TXN-000156,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01553,4801553434997,MEPTIN 5MCG/ML SYR 60ML,1,213.7,213.7,,2025_csv
TXN-000157,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01934,4802672473772,PLEMEX KIDS SYR 60ML,2,89.76,179.52,,2025_csv
TXN-000158,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01932,4808738709840,PLEMEX FTE 600MG/5ML SYR 60ML,1,116.39,116.39,,2025_csv
TXN-000159,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02314,4809919306463,SOLMUX 40MG/ML DROPS 15ML,6,111.32,667.92,,2025_csv
TXN-000160,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02312,4803782808120,SOLMUX 200MG/5ML SYR 120ML,1,175.46,175.46,,2025_csv
TXN-000161,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02549,4809633388420,VENTOLIN EXPECTORANT SYR 100ML,1,279.23,279.23,,2025_csv
TXN-000162,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02185,4803937514961,SALBUTAMOL INHALER (SALBUMIN) 200 ACT,1,72.0,72.0,,2025_csv
TXN-000163,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00241,4800987802843,BETADINE NASAL SPRAY 20ML,1,353.41,353.41,,2025_csv
TXN-000164,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00686,4809329831485,DIANE 35 PILLS,1,655.63,655.63,,2025_csv
TXN-000165,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01572,4805772480889,MICROPIL 21,3,68.58,205.74,,2025_csv
TXN-000166,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-02492,4807992373428,TRUST CONDOM STRAW 3S X24,5,22.81,114.05,,2025_csv
TXN-000167,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01103,4809753240360,HAPPY PANTS XL24,1,214.24,214.24,,2025_csv
TXN-000168,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00841,4801861362966,EQ PANTS XXL24,1,211.1,211.1,,2025_csv
TXN-000169,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-00828,4808688521544,EQ DRY DIAPER M18,1,154.0,154.0,,2025_csv
TXN-000170,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01456,4802502730449,MAGIC COLOR MEDIUM 15S,2,92.36,184.72,,2025_csv
TXN-000171,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01459,4800696003505,MAGIC COLOR NB-S 30S,1,136.81,136.81,,2025_csv
TXN-000172,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01455,4806425295013,MAGIC COLOR LARGE 30S,1,201.52,201.52,,2025_csv
TXN-000173,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01460,4807346909445,MAGIC COLOR XL 30S,1,218.31,218.31,,2025_csv
TXN-000174,01/04/2025,INVENTORY ADJUSTMENT 2024,PRD-01466,4807465958999,MAGIC DRI MED 10S,4,61.12,244.48,,2025_csv
